Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
8,2016,29875,3,1,1,42.71727273,1196,86.8,5,4.85,19
3,2018,32539,2,1,1,50.301,1248,88.5,5,8.39,25
4,2015,83090,2,1,1,39.3507,1461,108.45,5,7.99,20
4,2016,62679,2,1,1,43.8633,1396,88.73,5,6.95,22
6,2010,93000,3,1,1,36.93068182,1390,75,5,1.5,17
6,2006,44000,3,1,1,41.63522727,1497,78,5,1.55,21
2,2010,78400,3,1,2,36.69545455,1196,70,5,2.75,19
6,2014,71300,3,1,1,30.72068182,1598,102.53,5,4.25,20
11,2015,18000,3,1,1,47.89227273,1197,78.9,5,2.85,22
1,2019,24013,2,0,1,26.5167,1999,148.31,7,56.14,6
7,2009,99100,3,0,2,22.91113636,1984,208,5,10,9
6,2003,62000,3,1,2,26.58068182,1298,83.1,8,1.25,25
11,2017,14000,2,1,1,55.0413,1248,74,5,7.5,25
1,2015,44811,2,0,1,35.4177,1968,174.33,5,25.81,9
7,2014,44000,3,1,1,38.74193182,1198,74,5,4.3,23
8,2010,136000,2,1,2,23.805,2982,171,7,11,14
10,2010,144113,2,1,2,23.805,2982,171,7,11.75,14
1,2012,94989,3,1,1,30.10909091,2354,177.6,5,6.58,21
8,2012,58133,2,1,1,47.403,1248,74,5,4.8,25
9,2008,61000,3,1,2,41.16477273,1198,70,5,1.65,18
11,2017,27000,2,1,1,35.397,1956,170,5,15,12
7,2014,18050,3,1,2,59.74772727,624,37.5,4,1,26
4,2007,145277,3,1,1,35.98977273,1596,101,5,1.65,19
7,2015,42000,2,1,1,57.1734,793,47,5,3.6,25
5,2011,86000,2,1,1,23.805,2982,171,7,11.5,14
7,2015,42150,2,1,1,57.1734,793,47,5,3.6,25
9,2015,30158,3,1,1,49.63295455,814,55.2,5,3.05,22
2,2011,47000,2,1,2,48.645,1498,90,5,6,19
7,2013,39000,3,1,1,38.74193182,1198,74,5,3.75,23
1,2016,32125,3,1,1,38.10681818,1199,74,5,6.17,23
1,2017,58829,2,1,1,50.301,1248,88.5,5,9.05,25
1,2013,67559,3,1,1,45.63409091,1198,86.8,5,4.05,21
9,2013,55000,3,1,1,41.16477273,1298,85.8,5,4.25,25
11,2018,30000,3,1,1,54.3375,998,67.04,5,3.75,25
6,2016,28000,3,0,1,30.57954545,1591,121.3,5,11.85,22
3,2016,31826,2,1,1,46.989,1498,89.84,5,8.24,19
4,2016,64000,2,1,1,36.846,1248,74,5,5.99,25
10,2008,100009,3,1,2,30.81477273,1997,141.1,5,6.5,21
1,2019,17201,2,0,1,25.8957,2179,187.7,7,58.91,6
5,2014,74345,2,1,1,31.257,2179,140,7,8,17
3,2015,58134,3,1,1,38.74193182,1198,74,5,4.64,23
3,2010,30566,3,0,1,45.16363636,1197,80,5,3.32,22
8,2012,55231,3,1,2,47.89227273,1197,78.9,5,2.78,22
3,2016,67774,2,0,1,30.6567,1998,163.7,5,8.95,29
6,2013,50319,3,0,1,28.22727273,1991,181.03,5,21.95,8
7,2013,45000,3,1,1,27.52159091,2359,134,5,7.9,22
11,2007,43627,3,0,1,27.61568182,1796,186,5,29,8
11,2013,45000,2,1,1,45.6849,1199,73.9,5,3.25,23
6,2014,10500,3,1,1,40.92954545,1497,117.3,5,5.9,21
1,2017,21789,2,1,1,50.301,1248,88.5,5,9.88,25
1,2019,21134,3,1,1,43.75227273,1197,81.86,5,8.78,22
11,2011,90000,2,1,2,28.8351,2179,138.1,7,2.75,26
3,2014,51553,2,1,1,44.7948,1461,84.8,5,5.98,24
5,2011,31000,3,0,1,25.63977273,2497,215,5,31,10
5,2011,67422,3,1,2,34.17852273,1798,138,5,3.55,14
3,2015,60519,2,1,1,46.2024,1582,126.32,5,6.24,22
11,2009,34000,2,1,1,39.951,1248,73.9,5,2.19,25
4,2013,68434,2,1,1,58.788,1248,73.75,5,5.5,25
9,2014,17000,3,1,1,56.61920455,998,67.1,5,2.1,25
1,2011,43686,3,0,1,24.69886364,5000,503,4,50.66,5
11,2012,22000,2,0,1,30.7188,2143,170,5,14,8
6,2013,79225,2,1,1,45.54,1582,126.2,5,5.5,22
9,2007,63000,3,1,3,33.40227273,1598,102,5,1.2,29
4,2014,61922,3,1,1,47.98636364,1197,81.8,5,5.3,25
8,2015,85000,2,1,1,49.473,1582,126.2,5,6.3,22
3,2017,26192,2,0,1,37.053,2143,168,5,40.47,8
5,2013,65000,2,1,1,26.91,2982,168.5,7,16.1,14
5,2014,44999,2,0,1,26.496,1968,167.6,5,25,9
6,2008,81308,2,0,2,27.324,1995,170,5,7.95,10
5,2016,35000,3,1,1,58.10113636,796,47.3,5,2.65,25
1,2012,65349,3,1,1,49.20954545,998,67.1,5,2.81,25
4,2012,80000,3,0,1,36.78954545,1798,167.62,5,17.5,9
6,2012,61000,3,1,1,37.87159091,1197,85,5,3.3,25
3,2019,31817,3,1,1,52.92613636,998,67.04,5,5.34,25
4,2016,41000,2,1,1,43.7598,1498,103.52,5,8.5,18
3,2010,82606,3,1,2,37.63636364,1198,90,5,2.69,21
7,2015,52000,2,1,1,33.12,2179,140,7,11.5,17
1,2011,50318,3,1,1,43.51704545,1197,85.8,5,4.06,25
4,2016,50000,2,0,1,37.053,2143,201.15,5,49,8
2,2012,72000,2,1,1,42.435,1598,103.5,5,4.6,18
5,2015,63776,2,1,1,49.68,1120,70,5,3.96,22
6,2015,28133,3,1,1,43.75227273,1197,81.86,5,5.6,22
11,2017,45000,2,1,1,47.5065,1248,74,5,3.75,26
10,2015,55697,2,1,1,46.6578,1396,88.73,5,5.5,22
5,2012,62000,2,1,2,42.435,1598,103.5,5,3,18
6,2011,48000,3,1,1,37.63636364,1368,90,5,3,27
9,2010,90246,3,1,1,37.87159091,1298,88.2,5,2.95,25
4,2015,80500,2,1,1,51.75,1396,69,5,2.45,26
9,2012,119000,2,0,1,30.7188,2143,170,5,13.99,8
2,2016,28541,2,0,1,23.9499,2987,254.79,5,60.75,8
11,2008,45500,3,1,2,42.15272727,1086,63,5,1.17,22
8,2012,41000,3,1,2,39.51818182,1497,116.3,5,4.5,21
6,2010,58000,3,1,2,43.51704545,1197,80,5,2.5,22
8,2015,99000,2,1,1,26.91,2982,168.5,7,20.5,14
5,2014,31200,3,1,1,44.45795455,1197,82,5,3.9,22
8,2009,85000,2,1,2,31.05,1896,105,5,3.5,23
4,2016,60924,3,0,1,36.76602273,1499,110.4,5,8.3,19
8,2012,45000,3,1,1,49.63295455,814,55.2,5,2.5,22
11,2011,44000,3,0,1,45.04602273,1198,75.94,5,2.65,24
3,2016,30534,3,0,1,44.69318182,1199,88.7,5,7.42,21
3,2016,46399,3,1,1,38.74193182,1198,74,5,4.63,23
11,2008,42000,3,1,1,46.33977273,796,46.3,5,1.09,25
5,2011,67000,2,1,1,46.2024,1582,126.32,5,3.8,22
6,2013,58000,2,0,1,20.7,2148,170,5,15.75,8
1,2015,27000,3,1,1,41.32943182,1193,88.7,5,5.27,26
6,2012,39566,3,1,2,43.28181818,1198,86.8,5,2.75,21
8,2016,14980,2,1,1,56.511,1498,98.6,5,7.4,21
10,2017,18491,3,0,1,56.61920455,998,67.1,5,3.9,25
10,2000,90000,3,1,2,40.69431818,993,60,5,0.7,25
9,2015,118211,2,1,1,46.6578,1396,88.73,5,5.9,22
1,2016,63316,2,1,1,46.989,1598,118,5,9.58,25
5,2014,42000,2,0,1,29.4147,2143,203,5,24.95,8
3,2015,25648,3,1,1,32.22613636,1399,98.82,7,4.29,29
5,2011,67612,2,0,2,29.4147,2143,203,5,11.5,8
6,2016,33000,2,1,1,33.12,2179,140,7,9.65,17
6,2015,20000,3,1,1,47.89227273,1197,78.9,5,3.75,22
9,2007,143000,3,1,2,33.40227273,1341,82.9,5,1.1,22
1,2014,118218,2,0,1,24.9849,2967,241.4,7,31.41,9
9,2012,99000,2,1,3,24.9435,2179,120,8,6,17
9,2016,22700,3,1,1,43.9875,1199,88.7,5,5.55,21
10,2017,28000,2,1,1,28.98,2179,138.1,7,10.91,26
11,2014,62000,2,1,1,31.257,2179,140,7,7.25,17
4,2012,107023,2,1,1,45.6849,1199,73.9,5,3.9,23
5,2012,71082,2,1,1,39.951,1248,73.9,5,3.95,25
6,2013,60000,2,0,1,32.5611,1968,174.33,5,22,9
5,2014,21701,3,1,1,54.3375,998,67.04,5,3.38,25
6,2011,56000,3,1,1,39.51818182,1497,116.3,5,3.45,21
5,2016,32450,3,1,1,43.75227273,1197,81.83,5,5.75,22
10,2016,12500,3,1,1,59.20670455,799,53.3,5,2.75,20
3,2019,20483,2,0,1,37.053,2143,136,5,30.3,8
4,2014,45800,2,1,1,46.989,1498,89.84,5,7.5,19
1,2015,35441,3,1,1,43.75227273,1197,81.83,5,6.87,22
2,2015,86398,2,1,1,26.8893,2494,100.6,7,15.2,14
8,2012,150000,2,1,1,44.7948,1461,84.8,5,3.5,24
4,2014,89000,2,1,1,52.164,1248,74,5,5.85,25
4,2010,68375,3,1,1,44.69318182,998,66.1,5,2.5,25
9,2013,52000,3,1,1,43.75227273,1197,85.8,5,3.95,25
10,2017,39000,2,0,1,37.053,2143,136,5,27,8
2,2014,68000,3,1,2,37.68340909,1373,93.7,7,6.75,25
10,2007,71000,3,1,2,44.45795455,998,67.1,5,1.5,25
4,2012,72003,2,1,1,45.6849,1199,73.9,5,3.9,23
4,2014,135670,2,1,1,46.989,1498,89.84,5,6.55,19
3,2017,65850,2,1,1,51.957,1498,98.6,5,9.44,21
1,2015,53920,3,1,1,33.59045455,1798,138.03,5,10.77,14
7,2014,58000,2,1,1,31.257,2179,140,7,7.5,17
11,2016,4000,3,1,1,58.10113636,796,47.3,5,3,25
8,2010,58000,2,0,1,38.4813,2993,265,5,11.75,10
3,2016,29832,3,1,1,49.63295455,814,55.2,5,3.29,22
8,2016,71156,2,1,1,55.0413,1248,74,5,6.5,25
5,2015,64687,4,1,1,47.57607207,998,58.33,5,3.8,25
4,2011,54000,2,0,1,34.2585,1968,147.51,5,18,9
2,2009,75000,3,0,2,32.22613636,1798,157.75,5,4.95,18
3,2015,39208,3,1,1,41.32943182,1193,88.7,5,4.52,26
11,2014,41000,2,1,1,35.19,2149,139.07,7,8,16
1,2013,38622,3,1,1,40.92954545,1497,117.3,5,6.26,21
8,2016,18000,3,1,1,39.87102273,1498,97.7,5,7.5,24
5,2012,52000,3,1,1,37.87159091,1197,85,5,3.65,25
6,2011,45000,3,0,1,33.87272727,1598,103.6,5,3.35,23
6,2014,48656,3,0,1,37.02477273,1591,121.3,5,5.5,22
2,2012,79000,2,0,1,45.54,1582,126.2,5,5.25,22
2,2012,88000,2,0,1,34.2585,1968,140,5,16.25,9
5,2009,92000,3,1,1,36.46022727,1586,103.3,5,2.7,25
8,2019,9000,2,0,1,26.1234,2198,158,7,32.9,19
1,2008,50121,3,1,1,47.98636364,1197,83.11,5,3.41,25
4,2014,79000,2,1,1,49.68,1120,70,5,4.15,22
4,2014,46000,2,1,2,41.6898,1498,88.8,5,5.9,23
9,2012,100000,3,0,1,23.52272727,2496,157.7,5,11.5,8
11,2015,41000,3,1,1,43.75227273,1197,81.83,5,4.75,22
8,2015,25000,3,0,1,56.61920455,998,67.1,5,3.5,25
9,2014,71899,2,1,1,42.9939,1248,88.76,7,7.25,25
6,2016,7100,3,0,1,54.3375,998,67.04,5,4.35,25
1,2018,38171,3,0,2,52.92613636,999,67,5,4.99,20
2,2013,70359,2,1,1,24.9435,2179,120,8,7.65,17
8,2011,200000,2,1,1,26.496,2494,102,7,9,14
8,2017,26969,2,1,1,45.6849,1199,73.9,5,6.9,23
8,2011,56500,2,1,1,41.4,1399,68,5,2.9,19
11,2014,40000,2,1,1,42.3315,1461,83.8,5,5.75,24
11,2014,41000,2,1,1,35.19,2200,139.01,7,8,16
3,2017,53105,3,0,1,52.92613636,999,67,5,4.41,20
6,2013,23000,2,1,1,43.7598,1498,103.52,5,4.95,18
4,2016,80999,2,0,1,33.12,2179,140,7,14.4,17
8,2012,82000,2,1,1,41.4,1399,68.05,5,2.95,19
1,2017,68557,2,1,1,33.0372,2523,62.1,7,8.14,17
4,2016,34000,2,1,1,42.7248,1498,108.5,5,8.45,23
9,2015,77000,2,1,1,26.8893,2494,100,8,12.5,14
6,2012,48000,2,1,1,31.257,2179,140,7,6.5,17
1,2015,28232,3,1,2,37.16590909,1499,110,5,7.72,19
8,2011,110000,2,0,1,35.1072,1968,138.1,5,8,23
8,2009,120000,2,1,2,28.8351,2179,138,7,3,26
6,2013,49000,2,0,1,16.974,2993,245,4,29,10
11,2014,22000,3,1,1,38.74193182,1198,74,5,4.11,23
1,2015,14925,3,1,1,43.51704545,1197,82.9,5,5.37,22
6,2013,75000,2,1,1,42.9939,1248,88.8,7,6.55,25
8,2015,23000,3,1,1,40.92954545,1497,117.3,5,7,21
6,2014,57000,3,1,1,39.98863636,1497,118,5,5.48,21
3,2013,76718,2,0,1,35.1072,1968,138.03,5,6.51,23
9,2016,138000,2,1,1,53.406,1498,98.6,5,5.15,21
4,2013,140000,2,1,2,31.257,2179,140,7,9,17
6,2008,110000,3,0,2,34.17852273,1798,138.1,5,2.75,14
9,2005,126000,3,1,2,39.98863636,1086,63,5,1.2,22
2,2012,73000,2,0,1,46.9683,1995,190,5,12.5,10
3,2017,63423,2,1,1,47.61,1498,98.96,5,7.69,19
3,2013,62132,3,1,1,43.51704545,1197,82.85,5,4.57,22
6,2013,51000,3,0,1,39.51818182,1497,118,5,4.5,21
4,2015,75000,2,1,1,48.024,1248,73.94,5,4.9,25
11,2008,55410,3,1,1,46.59852273,1086,68.05,5,1.65,22
6,2015,41000,3,1,1,42.81136364,1199,82.4,5,3.25,29
8,2012,45000,2,1,1,46.2024,1582,126.32,5,6.25,22
3,2018,53322,3,1,1,37.16590909,1591,121.3,5,12.13,22
10,2013,48000,3,1,1,42.81136364,1199,82.4,5,3.25,29
4,2013,72000,2,0,1,29.3112,1968,174.3,5,29,9
3,2013,50266,3,1,1,39.98863636,1497,118,5,5.53,21
4,2017,21800,3,1,1,39.98863636,1497,121.36,5,8.75,19
2,2014,45000,2,0,2,24.9849,2967,241.4,7,37.9,9
5,2010,62000,3,1,1,47.89227273,1197,78.9,5,2.4,22
8,2014,41681,3,1,1,39.98863636,1197,80,5,4.55,22
5,2011,69313,3,1,2,41.16477273,1197,85.8,5,2.65,25
9,2017,49000,2,1,2,51.75,1396,69,5,1.6,26
1,2012,40471,2,0,2,33.534,2993,235,5,25.72,10
7,2013,60000,2,1,1,47.403,1248,74,5,4.15,25
10,2018,1001,3,1,1,44.69318182,1194,94.68,5,7.23,19
2,2008,38000,3,1,2,32.69659091,1599,103.2,5,2.6,22
6,2008,66000,2,0,2,33.2649,1995,181,5,7.25,10
3,2017,33901,2,1,1,26.496,2494,102,8,14.29,14
4,2011,57000,2,0,2,30.9258,2143,204,5,17.25,8
9,2013,170000,2,1,1,46.6578,1582,126.2,5,7.5,22
4,2014,60000,2,1,1,48.024,1248,73.94,5,4.35,25
9,2016,85000,2,1,1,50.301,1248,88.5,5,8.9,25
11,2016,146000,3,1,2,44.92840909,1197,82,5,3.5,22
11,2014,56002,2,1,1,53.82,1498,98.6,5,6.1,21
6,2016,8554,3,1,1,59.20670455,799,53.3,5,3.2,20
10,2014,62322,2,1,1,48.8313,1364,67.06,5,4.9,14
3,2015,37929,3,1,1,56.61920455,998,67.1,5,3.69,25
8,2016,5400,3,1,1,56.07818182,1199,84,5,3.98,26
11,2013,60000,2,1,1,45.333,1396,90,5,2.95,22
3,2014,55730,2,0,1,34.2585,1968,147.51,5,15.21,9
4,2015,62000,2,1,1,58.788,1248,74,5,6.3,25
3,2017,14576,3,1,1,39.98863636,1198,73.75,5,6.69,23
6,2017,17000,3,0,1,37.63636364,1497,117.3,7,9.5,21
6,2009,28000,3,1,1,39.98863636,1197,80,5,2.65,22
7,2012,58200,2,1,1,30.3462,2199,194.3,7,7.5,22
2,2002,53000,3,1,2,30.10909091,1343,100,5,1.85,21
3,2018,12278,3,0,1,54.3375,998,67.04,5,5.63,25
1,2018,17665,3,1,1,37.16590909,1591,121.3,5,11.78,22
4,2004,200000,2,1,2,37.0116,1396,52.8,5,0.85,26
6,2011,55893,3,1,1,35.37818182,1598,103.6,5,3.35,23
3,2015,60586,3,1,1,54.3375,998,67.04,5,4.11,25
7,2015,13500,2,0,1,37.053,2143,136,5,25.51,8
10,2017,30000,3,1,1,53.49068182,796,47.3,5,3.1,25
5,2018,12000,2,0,1,22.5837,3198,197,7,33.5,19
11,2017,65000,3,1,1,41.32943182,1193,88.7,5,4.8,26
11,2014,38000,3,1,1,37.84806818,1598,103.5,5,3.49,23
6,2012,25000,3,1,2,41.16477273,1373,91.1,7,5.15,25
6,2011,100000,2,0,1,28.98,2987,224,5,14.41,8
6,2014,13710,3,1,1,38.10681818,1199,74,5,4.75,23
10,2015,100000,2,0,1,25.9785,2982,168.5,7,19,14
4,2017,17000,3,1,1,54.3375,998,67.04,5,4.9,25
8,2008,89000,2,0,2,33.2649,1995,181,4,6.3,10
10,2006,100173,3,1,2,39.75340909,1497,100,5,2.4,21
9,2009,97000,3,1,1,30.97943182,1999,114,5,3,15
5,2016,40190,3,1,1,42.48204545,1198,74.93,5,4.25,20
4,2016,29647,2,1,1,41.6898,1498,88,5,6.3,23
3,2018,43639,3,1,1,49.63295455,998,100,5,8.15,25
3,2012,37333,3,1,1,47.89227273,1197,78.9,5,3.22,22
3,2018,48407,3,1,1,43.75227273,1197,81.83,5,7.65,22
5,2011,25000,3,0,1,24.39306818,2979,306,2,30,10
9,2010,72400,3,1,2,47.89227273,1197,78.9,5,2.3,22
5,2012,18000,3,0,1,31.99090909,1598,181,4,22,7
9,2012,65167,3,1,1,45.63409091,1198,86.8,5,3.28,21
3,2016,25418,3,1,1,48.76261364,1373,91.2,5,7.09,25
1,2013,38995,2,1,1,39.951,1248,73.9,5,6.46,25
8,2012,60000,2,1,1,45.6849,1199,73.9,5,4,23
5,2011,72000,2,0,1,35.2935,1995,184,5,11,10
1,2016,31075,2,0,2,24.9849,2967,241.4,7,49.79,9
11,2015,4311,2,1,1,53.4681,1498,99,5,4.8,19
2,2017,21000,2,0,1,45.0432,1995,190,5,35,10
2,2011,54000,2,0,1,28.98,2987,224,5,21.99,8
6,2007,50000,3,1,2,40.69431818,1061,64,5,1.1,25
5,2018,13000,3,1,1,50.33863636,1197,83.1,5,6.6,25
9,2013,74000,3,1,1,51.75,1197,81.8,5,4.5,25
9,2009,75000,3,1,2,34.57840909,1150,76,5,1,29
8,2017,25000,2,1,1,41.6898,1498,88,5,6.9,23
4,2012,139000,2,0,1,25.6473,2179,115,5,16.75,6
6,2015,52000,2,0,1,29.3112,1968,174.3,5,25.49,9
8,2015,20000,2,0,1,38.3571,1968,187.74,5,35.5,9
3,2018,32663,2,1,1,49.68,1186,73.97,5,6.28,22
5,2012,76777,2,1,2,24.9435,2179,120,8,4.88,17
4,2016,100303,2,1,1,47.5065,1248,74,5,3.7,26
3,2015,43993,3,1,1,49.63295455,814,55.2,5,3.45,22
3,2016,72118,2,1,1,31.878,2179,120,8,10.23,17
2,2010,83000,3,0,2,26.11022727,2354,142,5,6.5,21
6,2016,7523,3,1,1,38.10681818,1199,74,5,6.15,23
6,2014,34670,3,1,1,35.51931818,1196,73,7,2.9,25
7,2016,30000,2,1,1,49.68,1120,70,5,5.5,22
8,2017,17000,2,0,1,22.5837,3198,197,7,31,19
5,2015,59261,2,1,1,49.68,1186,73.97,5,4.25,22
3,2016,65210,2,1,1,47.403,1248,74,5,5.48,25
2,2016,19000,3,1,1,43.75227273,1197,81.83,5,7.25,22
4,2012,50000,3,1,1,41.16477273,1298,85.8,5,3,25
4,2015,47000,2,0,1,46.9683,1995,190,5,29.5,10
6,2007,75000,3,1,2,41.63522727,1497,78,5,1.49,21
9,2013,54534,3,0,1,39.87102273,1197,78.9,5,3.65,22
7,2018,13000,2,1,1,47.61,1498,98.96,5,10.9,19
2,2015,48808,3,1,1,54.3375,998,67.04,5,4.3,25
9,2012,63001,2,1,2,42.9939,1248,88.76,7,6.11,25
4,2015,64771,2,1,1,26.496,2494,102,8,15.5,14
6,2016,34634,3,1,1,41.87045455,1497,117.3,5,6.9,21
2,2012,69242,3,1,1,44.92840909,1197,85.8,5,4.69,25
3,2011,33292,3,1,1,43.51704545,1197,85.8,5,3.19,25
9,2012,55000,3,0,2,35.28409091,1396,98.6,5,3.75,22
9,2019,1000,3,1,1,40.43556818,1197,81.86,5,8.6,22
8,2011,80000,3,1,2,39.98863636,1497,118,5,3.85,21
1,2016,65003,2,0,1,28.152,4134,382,5,67.83,4
1,2019,16573,3,1,1,41.87045455,1198,86.7,5,9.31,21
9,2008,152633,3,0,1,30.34431818,1799,130,5,3,21
2,2015,53000,3,1,1,43.75227273,1197,81.83,5,5.5,22
4,2017,50129,2,1,1,40.7169,1582,126.2,5,13.3,22
4,2013,63716,2,0,1,32.5611,1968,174.33,5,23,9
6,2018,11000,3,1,1,58.10113636,796,47.3,5,3.35,25
8,2012,115000,2,0,3,31.1742,1995,177,5,10,10
5,2013,63265,3,1,1,47.89227273,1197,78.9,5,2.95,22
9,2016,20000,2,1,1,44.8362,1498,108.62,5,6.75,23
9,2010,79000,3,1,3,38.74193182,1198,73.9,5,2.44,23
6,2015,41000,3,1,1,48.76261364,1373,91.1,5,5.85,25
3,2015,26323,3,0,1,40.48261364,1197,103.5,5,7.4,23
9,2016,76000,2,1,1,50.508,1120,71,5,3.8,22
4,2008,69972,3,1,1,31.75568182,1799,130,5,3.8,21
11,2008,69000,3,1,1,41.63522727,1497,78,5,2.7,21
10,2016,65000,2,1,1,33.0372,2523,62.1,7,7.21,17
4,2016,29512,3,1,1,40.92954545,1497,117.3,5,7.9,21
11,2017,51000,2,1,1,52.578,1186,73.97,5,4.2,22
6,2014,58003,2,1,1,39.3507,1461,108.45,5,5.75,20
4,2013,56500,3,0,1,39.94159091,998,66.1,5,3.45,25
2,2014,29063,2,0,1,35.4177,1968,174.33,5,25.75,9
1,2018,46811,2,1,1,33.12,2179,140,7,16.59,17
1,2014,31897,3,1,1,42.48204545,1198,74.96,5,4.69,20
6,2009,52100,2,0,2,27.324,1995,170,5,7.5,10
4,2016,73000,2,1,1,28.3176,2393,147.8,7,16.5,14
11,2009,31423,3,1,1,39.98863636,1497,118,5,1.99,21
8,2014,75180,2,1,1,47.403,1248,74,5,5.25,25
6,2013,75000,2,1,2,40.6548,1461,108.45,5,5.4,20
6,2014,15000,3,1,1,38.74193182,1198,74,5,3.9,23
6,2015,12000,3,1,1,40.43556818,1197,81.86,5,5.8,22
9,2014,32000,2,0,1,37.5084,1995,190,5,30.5,10
4,2017,44504,2,1,1,48.438,1248,74,5,5.6,25
7,2012,66000,2,0,1,31.5882,2987,165,5,23,8
10,2015,39437,2,1,1,58.788,1248,74,5,5.15,25
1,2017,36931,2,0,1,39.4956,1582,126.2,5,9.48,22
2,2016,17800,3,0,2,51.51477273,624,37.48,4,2.38,26
4,2009,71346,3,1,1,41.16477273,1298,85.8,5,3.8,25
5,2015,45000,3,1,2,43.75227273,1197,81.83,5,5.5,22
4,2010,85155,3,1,1,39.98863636,1197,80,5,3.55,22
6,2015,48823,3,1,1,48.76261364,1373,91.1,5,6.35,25
5,2015,37000,2,0,1,26.289,2179,187.7,5,36,3
4,2005,92000,2,1,2,33.327,1405,70,5,1.1,26
6,2014,36000,3,1,1,41.32943182,1193,88.7,5,3.7,26
5,2016,24569,2,1,1,33.12,1997,140,7,13.5,17
6,2008,95000,3,0,3,27.52159091,2354,177.6,5,2.85,21
1,2015,25811,3,1,2,59.74772727,624,37.5,4,2.13,26
7,2015,65000,2,1,1,46.989,1582,126.2,5,7.75,22
8,2017,100400,2,1,1,51.75,1396,69,5,2.85,26
10,2014,76414,2,1,1,53.406,1498,98.6,5,4.95,21
3,2012,82103,2,1,1,31.257,2179,140,7,6.2,17
9,2013,98000,2,0,1,38.4192,1995,190,5,17.5,10
9,2010,45252,3,1,1,44.45795455,1197,81.86,5,2.25,22
5,2017,10300,3,1,1,50.33863636,1197,83.1,5,6.75,25
3,2016,42024,2,0,1,39.4956,1582,126.2,5,9.73,22
3,2018,51236,2,1,1,52.7229,1248,88.5,7,8.49,25
6,2013,52000,3,0,1,31.99090909,1598,181,4,25,7
1,2015,42894,2,1,1,48.024,1248,73.94,5,5.59,25
6,2011,68000,2,0,1,32.292,1896,106,5,4.8,18
5,2014,69000,2,1,1,46.989,1498,89.84,5,5.45,19
9,2017,10000,3,1,1,43.75227273,1197,81.83,5,6.5,22
8,2015,16000,3,1,1,45.63409091,1198,86.8,5,4.35,21
11,2013,46992,2,1,1,53.406,1498,98.6,5,3.75,21
9,2010,170000,2,0,3,38.2536,1995,177,5,12,10
5,2014,58000,2,0,1,24.9849,2967,241.4,7,32,9
10,2015,50000,2,1,2,49.68,1120,70,5,4,22
11,2011,39010,2,1,1,47.7756,1461,63.1,5,2.6,24
10,2016,26946,3,1,1,44.45795455,1197,82,5,4.45,22
9,2015,28700,3,1,1,49.63295455,814,55.2,5,2.6,22
8,2011,60000,3,0,1,27.61568182,1796,186,5,16,8
5,2014,38999,2,0,1,26.289,2179,187.7,5,32.5,3
6,2016,39000,2,0,1,23.1426,2696,184,7,13.85,17
1,2018,7784,3,1,1,48.76261364,1373,91.1,5,8.76,25
3,2014,45710,3,0,1,27.75681818,3498,272,7,23.68,8
8,2017,42000,3,0,1,51.75,1197,81.8,5,5.5,25
1,2013,75995,2,0,2,23.7843,4367,335.3,5,65.81,3
11,2013,57000,2,1,1,39.3507,1461,108.45,5,4.99,20
8,2013,85350,2,1,2,46.2024,1582,126.32,5,5.7,22
1,2016,82725,3,0,1,33.59045455,1798,138.03,5,11.99,14
6,2016,19000,2,0,2,45.0432,1995,190,5,29.99,10
8,2018,13900,3,1,1,44.41090909,1499,110.4,5,9.5,19
4,2014,108000,2,1,1,52.164,1248,74,5,5.5,25
2,2016,36000,2,0,1,24.2604,2199,194.3,7,23,22
4,2013,62188,2,1,1,35.604,1396,53.5,5,2.95,26
3,2015,58397,2,1,1,49.68,1120,70,5,4.9,22
8,2006,85000,3,1,3,42.15272727,1086,63,5,1.3,22
5,2016,30000,3,0,1,52.92613636,998,67,5,4.25,25
3,2018,29907,2,1,1,33.12,2179,140,7,16.36,17
11,2009,46000,2,0,1,34.2585,1968,147.51,5,9.95,9
2,2012,65000,2,1,1,42.5178,1598,103.6,5,5.5,23
5,2016,22000,2,1,1,50.301,1248,88.5,5,8.25,25
8,2002,99024,3,1,1,40.69431818,993,60,5,0.95,25
3,2016,34952,3,1,1,46.59852273,1086,68.05,5,4.01,22
3,2019,13913,3,1,1,41.16477273,1199,88.7,5,8.2,21
8,2014,71000,2,1,2,51.957,1498,98.6,5,6.2,21
8,2012,97000,2,0,1,23.805,2982,169,7,16.75,14
5,2017,21000,2,0,1,33.12,2179,140,7,16.5,17
6,2007,116000,2,1,3,22.563,2499,197,7,3.75,19
11,2012,110438,2,1,1,41.4,1399,68.05,5,3.5,19
1,2017,66507,3,0,2,44.69318182,1199,88.7,5,5.43,21
1,2017,54650,2,0,1,22.5837,3198,197,7,30.35,19
4,2014,32000,3,0,1,42.27034091,1498,99.6,5,7.99,24
1,2011,75378,2,1,1,38.709,1896,66,5,3.59,18
8,2012,82697,2,1,1,52.6608,936,57.6,5,1.9,29
8,2009,135000,3,0,1,28.4625,2362,164.7,5,4.7,14
8,2012,149000,2,1,1,39.3507,1461,108.45,5,7.25,20
3,2016,26212,2,0,1,37.053,2143,136,5,24.46,8
9,2014,23500,3,1,2,41.32943182,1193,88.7,5,3.9,26
1,2013,56127,3,1,1,43.51704545,1197,80,5,5.15,22
